Animal ID;Name;DateTime;Found Location;Intake Type;Intake Condition;Animal Type;Sex upon Intake;Age upon Intake;Breed;Color
A807690;*Timmy;10/28/2019 01:21:00 PM;11604 Brenham Streey in Manor (TX);Stray;Normal;Cat;Intact Male;3 months;Domestic Shorthair;Orange Tabby/White
A790268;*Fado;03/07/2019 11:56:00 AM;12707 Pond Woods in Austin (TX);Stray;Normal;Dog;Neutered Male;2 years;Treeing Walker Coonhound Mix;White/Tan
A801149;Sam;07/31/2019 04:27:00 PM;9070 Research Boulevard in Austin (TX);Stray;Normal;Dog;Neutered Male;11 years;German Shepherd;Black/Brown
A794109;Tilly;05/07/2019 09:59:00 AM;Austin (TX);Owner Surrender;Normal;Dog;Intact Female;7 months;Black/Tan Hound Mix;Black/Brown
A797973;*Acadia;06/19/2019 05:14:00 PM;1104 Regal Row in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Pit Bull;Brown/White
A795323;;05/19/2019 01:39:00 PM;23305 Big Sandy Drive in Leander (TX);Stray;Normal;Cat;Intact Female;1 year;Domestic Shorthair;Orange Tabby/White
A799858;*Louella;07/12/2019 06:30:00 PM;6604 Circulo De Amistad in Austin (TX);Stray;Normal;Cat;Intact Female;1 year;Domestic Shorthair Mix;Orange Tabby/White
A811188;Xebu 12;12/29/2019 03:36:00 PM;1807 Slaughter Lane in Austin (TX);Stray;Normal;Cat;Unknown;2 years;Domestic Shorthair Mix;Orange Tabby/White
A820839;;07/30/2020 12:30:00 PM;402 West Parson in Manor (TX);Stray;Normal;Cat;Intact Male;2 months;Domestic Shorthair Mix;Black
A778727;Loki;01/13/2020 03:43:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Neutered Male;1 year;Labrador Retriever Mix;Brown
A815707;*Mulan;03/23/2020 03:59:00 PM;5905 Williamson in Travis (TX);Stray;Nursing;Dog;Intact Female;2 weeks;Labrador Retriever/Australian Cattle Dog;Black/White
A824629;*Thelma;10/19/2020 12:08:00 PM;5405 Merrywing in Austin (TX);Stray;Normal;Cat;Intact Female;2 months;Domestic Shorthair;Torbie
A797169;Pipo;06/10/2019 01:25:00 PM;525 N Lamar in Austin (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Longhair;Brown Tabby
A791143;Lady;03/21/2019 05:52:00 PM;1500 Strickland in Austin (TX);Stray;Normal;Dog;Spayed Female;4 years;Shih Tzu;Brown
A807460;;10/25/2019 12:51:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Intact Male;5 months;Dachshund Wirehair;Black/Brown
A812562;Waylon;01/24/2020 04:05:00 PM;Highway 290 And Cameron Road in Austin (TX);Stray;Normal;Cat;Neutered Male;2 years;Domestic Shorthair;Black/White
A762654;Letty;02/01/2019 10:48:00 AM;Austin (TX);Stray;Normal;Dog;Spayed Female;5 years;Bull Terrier;Brown Brindle/White
A822616;;09/05/2020 02:49:00 PM;4612 Tanney St in Austin (TX);Stray;Injured;Cat;Unknown;3 weeks;Domestic Shorthair;Black/White
A788181;#2;01/27/2019 05:45:00 PM;Austin (TX);Stray;Normal;Dog;Intact Male;0 years;Pit Bull Mix;White/Brown
A787078;Bella;01/07/2019 12:32:00 PM;19000 Hogeye Road in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Chihuahua Shorthair Mix;Black/Tan
A818223;Duke;06/04/2020 08:52:00 AM;28921 Platinum Ln in Travis (TX);Stray;Normal;Dog;Neutered Male;3 years;American Pit Bull Terrier;Black
A754125;Sage;05/18/2019 03:09:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Spayed Female;3 years;American Bulldog;White
A804102;*Tiff;09/10/2019 04:39:00 PM;1607 Colony Creek Drive in Austin (TX);Stray;Normal;Cat;Intact Female;1 month;Domestic Shorthair;Torbie/White
A799548;;07/09/2019 05:18:00 PM;5800 Techni Center Dr in Austin (TX);Stray;Normal;Other;Unknown;1 year;Guinea Pig;Brown
A788210;;01/28/2019 02:55:00 PM;3504 Werner Ave in Austin (TX);Wildlife;Sick;Other;Unknown;4 years;Opossum;Gray/White
A807937;Mason;11/01/2019 12:30:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Intact Male;1 year;Domestic Shorthair;Brown Tabby/White
A823883;Dexter;10/14/2020 01:00:00 PM;Evening Sky Cir in Austin (TX);Stray;Normal;Dog;Intact Male;10 months;Labrador Retriever/American Pit Bull Terrier;White/Tan
A797559;Zoey;06/14/2019 04:59:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Spayed Female;6 years;Chihuahua Shorthair;Red/White
A809827;*Momo;12/02/2019 12:44:00 PM;6813 Blue Dawn Trail in Austin (TX);Stray;Normal;Cat;Intact Female;2 months;Maine Coon;Blue/White
A625412;Conejo;06/18/2019 07:21:00 PM;1011 Newport Avenue in Austin (TX);Stray;Normal;Dog;Neutered Male;8 years;Pug/Beagle;Fawn/Black
A807011;;10/19/2019 02:57:00 PM;12100 Mustang Mesa in Travis (TX);Stray;Nursing;Dog;Intact Male;2 months;German Shepherd/Labrador Retriever;Brown/Tricolor
A788773;;02/08/2019 03:57:00 PM;Cottle Dr in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;Australian Cattle Dog Mix;Blue Merle/Black
A751773;*Wyatt;07/11/2019 12:33:00 PM;19519 Melber Lane in Manor (TX);Stray;Normal;Dog;Neutered Male;3 years;Pit Bull Mix;Black/White
A623395;Zury;10/13/2020 06:35:00 PM;6806 Ali Cv in Austin (TX);Stray;Normal;Dog;Spayed Female;15 years;Chihuahua Shorthair Mix;White/Brown
A798011;Lily;06/20/2019 11:53:00 AM;5907 Nancy Drive in Austin (TX);Stray;Normal;Cat;Intact Female;2 months;Domestic Longhair;White/Orange Tabby
A817598;;05/20/2020 01:26:00 PM;6113 Strathern Dr in Austin (TX);Stray;Normal;Cat;Intact Female;1 month;Domestic Longhair;Calico
A818893;;06/17/2020 09:07:00 AM;5800 Blue Bluff in Travis (TX);Stray;Injured;Dog;Intact Female;6 months;Labrador Retriever;Tan
A815129;;03/11/2020 11:55:00 AM;13712 Fm 969 in Austin (TX);Stray;Normal;Dog;Intact Female;2 months;Mastiff;Black/White
A807891;Roscoe;10/31/2019 04:53:00 PM;Killingsworth Lane And Wells Branch Parkway in Travis (TX);Stray;Nursing;Dog;Intact Male;4 weeks;German Shepherd/Labrador Retriever;Black/Tan
A816713;;04/25/2020 11:56:00 AM;1009 West 26Th Street in Austin (TX);Stray;Nursing;Cat;Unknown;2 weeks;Domestic Shorthair;Orange Tabby
A810225;Bun Bun;12/09/2019 01:11:00 PM;Austin (TX);Owner Surrender;Normal;Other;Intact Male;9 months;Havana;Chocolate
A804541;;09/15/2019 03:12:00 PM;8714 Farm To Market 812 in Austin (TX);Stray;Normal;Dog;Intact Female;1 month;Chihuahua Shorthair;Red
A801646;Snowball;08/07/2019 11:07:00 AM;Travis (TX);Owner Surrender;Normal;Dog;Intact Male;1 year;Labrador Retriever Mix;White
A789977;*Brodie;03/02/2019 04:04:00 PM;Hill Lane And Gregg Manor Road in Manor (TX);Stray;Normal;Dog;Intact Male;1 year;American Staffordshire Terrier Mix;Brown/Tricolor
A822536;*Poohbear;09/04/2020 01:18:00 PM;8417 Red Willow Drive in Austin (TX);Stray;Normal;Cat;Intact Male;4 weeks;Domestic Shorthair;Brown Tabby
A790578;Tux;03/12/2019 04:50:00 PM;Woodrow Avenue And Payne Avenue in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Boxer/Pointer;Black/White
A807347;;10/23/2019 05:48:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Intact Female;2 weeks;Dachshund Longhair;Black/Brown
A800333;;07/19/2019 02:00:00 PM;4501 East Riverside Drive in Austin (TX);Stray;Normal;Cat;Intact Male;1 year;Domestic Shorthair;Black
A799098;;07/05/2019 10:17:00 AM;6310 Del Monte in Austin (TX);Stray;Injured;Cat;Unknown;2 years;Domestic Shorthair;Black
A816399;Kratos;06/15/2020 08:15:00 AM;7202 Levander Loop in Austin (TX);Abandoned;Normal;Dog;Intact Male;6 months;Pit Bull Mix;Black Brindle
A795287;*Layla;05/18/2019 06:49:00 PM;6709 Ponca Street in Austin (TX);Stray;Normal;Cat;Intact Female;1 month;Domestic Shorthair;Blue Tabby
A807377;;10/24/2019 11:21:00 AM;7201 Levander Loop in Austin (TX);Stray;Normal;Cat;Intact Male;2 months;Domestic Shorthair;Orange Tabby
A811431;Maya;01/03/2020 01:09:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Blue Tabby
A818251;;06/04/2020 01:05:00 PM;12414 Beartrap Lane in Austin (TX);Stray;Normal;Cat;Intact Female;2 months;Domestic Medium Hair;Brown Tabby/White
A794695;*Griggs;05/11/2019 11:01:00 AM;35/ Parmer in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;Pit Bull;Brown Brindle/White
A797816;*Simba;06/18/2019 11:10:00 AM;8300 Old Bee Caves Road in Austin (TX);Stray;Normal;Cat;Intact Male;5 weeks;Domestic Shorthair;Orange Tabby
A541497;Shelby;04/13/2019 11:10:00 AM;7224 Black Panda Trail in Travis (TX);Stray;Normal;Dog;Spayed Female;10 years;Pit Bull Mix;White/Brown
A808134;;11/04/2019 03:40:00 PM;6012 Perlita Drive in Austin (TX);Stray;Normal;Dog;Intact Male;4 weeks;Border Collie Mix;Black/White
A786435;Leo;01/05/2019 06:42:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Neutered Male;1 year;Domestic Longhair Mix;Blue Tabby/White
A794081;;05/03/2019 04:28:00 PM;701 Woodward Street in Austin (TX);Stray;Normal;Cat;Unknown;2 weeks;Domestic Shorthair Mix;Blue/White
A804004;;09/09/2019 02:57:00 PM;9709 Brown Lane in Austin (TX);Stray;Nursing;Cat;Unknown;3 weeks;Domestic Shorthair;Black
A809391;;11/23/2019 03:28:00 PM;Tower Road And Virtue in Manor (TX);Stray;Normal;Dog;Intact Male;1 year;Chihuahua Shorthair;White/Brown
A816202;;04/09/2020 03:32:00 PM;Austin (TX);Public Assist;Normal;Dog;Unknown;4 days;Wire Hair Fox Terrier;Brown
A806108;*Walker;10/05/2019 04:46:00 PM;12371 Riata Trace Pkwy in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;Pit Bull;Black/White
A790326;Princesbella;03/08/2019 01:23:00 PM;12400 Mellow Meadow Drive in Austin (TX);Stray;Normal;Dog;Intact Female;1 year;Chihuahua Shorthair Mix;Tan/Cream
A816009;;04/02/2020 04:52:00 PM;5310 Joe Sayers Ave in Austin (TX);Wildlife;Sick;Other;Unknown;2 years;Bat;Brown
A789605;Winks;02/24/2019 01:59:00 PM;5510 South Ih 35 in Austin (TX);Stray;Normal;Dog;Intact Female;5 months;Pug;Fawn
A819651;*Snowshoe;07/02/2020 01:08:00 PM;409 East William Cannon Drive in Austin (TX);Stray;Injured;Cat;Intact Male;2 months;Snowshoe;Seal Point/White
A821758;*Soup;08/18/2020 03:25:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Neutered Male;2 years;Labrador Retriever Mix;Tan/White
A792259;Brownie;04/08/2019 02:16:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Spayed Female;3 years;Beagle/Dachshund;Red/Brown
A813905;;02/20/2020 04:00:00 PM;100 Congress Ave in Austin (TX);Wildlife;Normal;Other;Unknown;2 years;Bat;Brown
A821312;*107 Grams;08/08/2020 12:37:00 PM;13602 Fm 969 in Austin (TX);Stray;Nursing;Cat;Intact Female;1 week;Domestic Shorthair Mix;Calico
A805526;*Ted;09/28/2019 12:39:00 PM;3127 Fritz Huges Park in Austin (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Shorthair;White/Orange Tabby
A791027;Ghibli;03/20/2019 12:37:00 PM;12808 Irongate Avenue in Austin (TX);Stray;Normal;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Brown Tabby
A808655;;11/11/2019 04:33:00 PM;68 Julius Street in Austin (TX);Stray;Normal;Cat;Intact Male;2 years;Domestic Shorthair;Brown Tabby
A802402;Sweetie;08/17/2019 01:38:00 PM;14301 North Interstate Highway 35 in Pflugerville (TX);Stray;Normal;Dog;Intact Female;3 months;German Shepherd;Brown/Tricolor
A818888;Zeus;06/16/2020 10:30:00 PM;15303 Scarlet St in Austin (TX);Stray;Injured;Dog;Intact Male;2 years;Labrador Retriever;Black/White
A787916;;01/22/2019 02:21:00 PM;12825 Noche Clara Drive in Travis (TX);Stray;Sick;Cat;Intact Female;2 years;Domestic Shorthair;White/Tortie
A724529;Rosita;01/07/2020 03:36:00 PM;2953 Bridekirk Drive in Round Rock (TX);Stray;Normal;Dog;Intact Female;4 years;Chihuahua Shorthair Mix;Black/Brown
A793242;Nancy;04/22/2019 10:55:00 AM;1900 Fm 969 in Austin (TX);Stray;Normal;Dog;Intact Female;4 months;Chihuahua Shorthair Mix;Tan/Black
A812472;Mufasa;01/23/2020 11:28:00 AM;Austin (TX);Owner Surrender;Normal;Cat;Intact Male;1 year;Domestic Shorthair;Black
A791758;;03/31/2019 01:43:00 PM;1401 East Rundberg Lane in Austin (TX);Stray;Nursing;Cat;Unknown;2 days;Domestic Shorthair Mix;Black
A791757;;03/31/2019 01:43:00 PM;1401 East Rundberg Lane in Austin (TX);Stray;Nursing;Cat;Unknown;2 days;Domestic Shorthair Mix;Blue Tabby
A813624;*Daisy;02/14/2020 04:00:00 PM;5302 East State Highway 71 in Travis (TX);Stray;Sick;Dog;Intact Female;2 months;Cairn Terrier Mix;Black
A796333;*Jamie;05/31/2019 01:13:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Brown Tabby
A791943;;04/03/2019 12:37:00 PM;2408 Monarch Dr in Austin (TX);Owner Surrender;Normal;Cat;Intact Male;2 years;Domestic Longhair Mix;Cream Tabby/White
A821291;;08/07/2020 03:36:00 PM;1830 Simond Ave in Austin (TX);Wildlife;Sick;Other;Unknown;2 years;Bat;Brown
A787630;Charley;01/17/2019 12:33:00 PM;6601 Manchaca Road in Austin (TX);Stray;Normal;Dog;Intact Female;3 months;Labrador Retriever Mix;Black
A805258;;09/24/2019 04:05:00 PM;1300 Man O War in Travis (TX);Owner Surrender;Normal;Cat;Intact Female;3 months;Domestic Shorthair;Tortie
A619991;Brewster;02/02/2019 01:58:00 PM;45Th And Speedway in Austin (TX);Stray;Normal;Dog;Neutered Male;13 years;Pit Bull Mix;Brown Brindle
A824336;;10/12/2020 02:10:00 PM;15700 Forest Glenn Cove in Travis (TX);Stray;Sick;Cat;Intact Male;1 weeks;Domestic Shorthair;White/Black
A805137;Mija;09/23/2019 11:28:00 AM;East Stassney Lane And Palo Blanco in Austin (TX);Stray;Normal;Dog;Intact Female;5 months;Australian Cattle Dog/Beagle;Tricolor
A820140;;07/13/2020 02:45:00 PM;19229 Tristan Stone Dr in Pflugerville (TX);Wildlife;Sick;Other;Unknown;2 months;Raccoon;Brown/Black
A789156;;02/16/2019 11:25:00 AM;Westgate Boulevard And Bushnell Drive in Austin (TX);Stray;Normal;Dog;Spayed Female;10 years;Yorkshire Terrier Mix;Brown/Black
A788943;Luna;02/12/2019 11:36:00 AM;Springdale Road And Airport Boulevard in Austin (TX);Stray;Normal;Dog;Intact Female;5 months;Pit Bull Mix;White/Blue
A789440;Augustus;02/21/2019 03:48:00 PM;1005 Wickfield Ln in Austin (TX);Stray;Normal;Dog;Neutered Male;6 years;Dachshund Mix;Black
A795123;*O'Kelly;05/16/2019 08:33:00 AM;10207 Lakecreek Pwky in Austin (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;Orange Tabby
A824797;Jax;10/21/2020 11:07:00 AM;Travis (TX);Owner Surrender;Normal;Dog;Neutered Male;8 years;Labrador Retriever;Black/White
A815658;;03/22/2020 01:27:00 PM;19805 Dornick Hills Ln in Travis (TX);Wildlife;Normal;Other;Intact Male;2 years;Bat;Black
A812101;*Kokomo;01/15/2020 06:03:00 PM;1101 Mearns Meadow Boulevard in Austin (TX);Stray;Normal;Dog;Intact Female;3 years;Labrador Retriever;Brown
A824909;*River;10/23/2020 11:05:00 AM;7100 Verde Court in Mustang Ridge (TX);Stray;Injured;Dog;Intact Male;1 year;Australian Cattle Dog;Blue Tick
A789457;Zeus;07/03/2019 11:06:00 AM;5201 Ross Road in Travis (TX);Stray;Normal;Dog;Intact Male;1 year;German Shepherd;Tricolor
A825951;;11/16/2020 03:24:00 PM;3506 Speedway in Austin (TX);Stray;Normal;Cat;Intact Male;2 months;Domestic Shorthair;Brown Tabby/White
A815294;Red Cloud;03/13/2020 02:19:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Neutered Male;5 years;German Shorthair Pointer;Chocolate/White
A795451;;05/20/2019 03:55:00 PM;7330 Bluff Springs Road in Austin (TX);Stray;Normal;Cat;Intact Male;1 year;Domestic Medium Hair;Black/White
A806243;*Jonathan;10/07/2019 03:09:00 PM;2613 South 1St Street in Austin (TX);Stray;Normal;Cat;Intact Male;3 months;Domestic Shorthair;Black/White
A822835;*Bonnie;09/10/2020 12:44:00 PM;1911 Willow Creek Drive in Austin (TX);Stray;Normal;Cat;Intact Female;2 months;Domestic Shorthair;Black
A790265;Jiffy;03/07/2019 11:27:00 AM;Burleson Road And Mckinney Falls Parkway in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;Labrador Retriever Mix;Black/White
A798926;*Wilma;07/02/2019 10:47:00 AM;1212 Westheimer in Austin (TX);Stray;Normal;Cat;Intact Female;1 month;Domestic Shorthair Mix;Tortie
A794183;Japy;01/15/2020 10:57:00 AM;5400 Jimmy Clay Dr in Austin (TX);Stray;Normal;Dog;Neutered Male;2 years;Staffordshire/Labrador Retriever;Tan/White
A807047;Ruca;02/07/2020 02:16:00 AM;11901 Domain Drive in Austin (TX);Public Assist;Normal;Dog;Spayed Female;2 years;Staffordshire Mix;Brown Brindle/White
A798640;;06/28/2019 02:17:00 PM;9218 Balcones Club Drive in Austin (TX);Stray;Nursing;Cat;Intact Male;3 weeks;Domestic Shorthair;Brown Tabby
A822974;Bruno;09/13/2020 01:35:00 PM;1144 Gunter Street in Austin (TX);Stray;Normal;Dog;Intact Male;10 months;Pointer Mix;Brown/Tan
A742764;Pebbles;01/10/2019 01:42:00 PM;Southbound Interstate 35 And Parmer in Austin (TX);Stray;Injured;Dog;Spayed Female;2 years;Border Collie Mix;Black/White
A791298;;03/24/2019 10:57:00 AM;4510 Lareina Drive in Austin (TX);Stray;Normal;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Black Tabby/White
A823757;*Nala;09/29/2020 04:34:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Intact Female;6 months;Domestic Shorthair;Orange Tabby/White
A552025;Cooter;05/06/2019 01:03:00 PM;4703 Quicksilver Blvd in Austin (TX);Stray;Normal;Dog;Neutered Male;11 years;Chihuahua Shorthair Mix;Brown/White
A804512;Atticus;09/15/2019 12:42:00 PM;South Pleasant Valley Road And East Riverside Drive in Austin (TX);Stray;Normal;Cat;Intact Male;1 month;Domestic Shorthair;Blue/White
A795316;*Brie;05/19/2019 01:05:00 PM;10101 White River Boulevard in Pflugerville (TX);Stray;Normal;Cat;Intact Female;4 weeks;Domestic Shorthair;White/Black
A807415;;10/24/2019 02:19:00 PM;14620 Plover Place in Travis (TX);Stray;Nursing;Dog;Unknown;1 week;Great Pyrenees;Brown
A810563;Momma Cat;12/15/2019 04:06:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Spayed Female;1 year;Domestic Shorthair;Brown Tabby
A805319;Charlie;09/25/2019 01:33:00 PM;901 W Ben White in Austin (TX);Public Assist;Normal;Dog;Intact Male;6 years;Maltese/Miniature Poodle;White
A823108;;09/16/2020 01:03:00 PM;Austin (TX);Wildlife;Normal;Other;Unknown;1 year;Bat;Brown
A796821;;06/05/2019 04:21:00 PM;1819 Dexter Drive in Austin (TX);Wildlife;Nursing;Other;Unknown;4 weeks;Opossum;Gray/Gray
A815957;*Mutt;04/01/2020 08:56:00 AM;508 East Howard Lane in Austin (TX);Stray;Normal;Cat;Intact Male;3 days;Domestic Shorthair;Black/White
A799082;;07/05/2019 08:19:00 AM;10300 Golden Meadow in Austin (TX);Stray;Normal;Cat;Intact Female;2 years;Siamese;Brown/Cream
A797548;Spook;06/14/2019 03:08:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Spayed Female;13 years;Domestic Longhair;Black/White
A793160;Luna;04/20/2019 01:50:00 PM;6308 Tupelo Drive in Austin (TX);Stray;Normal;Dog;Intact Female;2 months;Pbgv Mix;Black/Brown
A818957;Blake;09/01/2020 05:39:00 PM;Outside Jurisdiction;Owner Surrender;Normal;Dog;Neutered Male;2 months;Catahoula Mix;Sable
A815931;*Mabel;03/30/2020 02:09:00 PM;7100 Bluff Springs in Austin (TX);Stray;Normal;Dog;Intact Female;7 months;Pit Bull;White/Gray
A825065;;10/27/2020 01:12:00 PM;Putnam Drive And Payton Gin Road in Austin (TX);Stray;Sick;Cat;Intact Female;4 weeks;Domestic Shorthair;Brown Tabby
A795202;Clutch;05/17/2019 02:46:00 PM;729 Airport in Austin (TX);Stray;Normal;Dog;Intact Male;7 months;Labrador Retriever/Boxer;Black/White
A741359;Bongo;03/26/2019 10:15:00 AM;Fort Branch Boulevard And Webberville Road in Austin (TX);Stray;Normal;Dog;Neutered Male;4 years;German Shepherd;Brown/Black
A791506;*Beau;03/26/2019 04:07:00 PM;4501 Patsy Parkway in Austin (TX);Stray;Injured;Dog;Neutered Male;2 years;Australian Shepherd/Labrador Retriever;Brown
A825097;;10/27/2020 05:04:00 PM;6703 Danwood in Austin (TX);Wildlife;Sick;Other;Unknown;6 months;Skunk;Black/White
A748272;Viper;07/14/2019 12:13:00 PM;Hartsmith Drive in Austin (TX);Stray;Normal;Dog;Neutered Male;10 years;Chihuahua Shorthair Mix;Black/Brown
A617809;Tiger;05/30/2020 04:09:00 PM;2200 Man O War Drive in Travis (TX);Stray;Injured;Dog;Neutered Male;9 years;Pit Bull Mix;Tan/White
A795169;Lefty;05/17/2019 07:23:00 AM;Basket Flower Bend in Travis (TX);Stray;Injured;Dog;Intact Female;2 years;Labrador Retriever;Black
A805562;Kismet;09/28/2019 04:50:00 PM;8220 Research Boulevard in Austin (TX);Stray;Normal;Cat;Intact Female;2 years;Domestic Medium Hair;Tortie
A771451;Toby;12/21/2019 05:12:00 PM;3300 Killingsworth Lane in Travis (TX);Stray;Injured;Cat;Neutered Male;8 years;Domestic Shorthair Mix;Black/White
A794182;Texas;05/04/2019 04:10:00 PM;East Saint Elmo Road And Woodward Street in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Treeing Walker Coonhound Mix;Tricolor/White
A804630;Hector;09/16/2019 04:05:00 PM;1912 East William Cannon Drive in Austin (TX);Stray;Normal;Dog;Intact Male;2 years;Havanese;Brown/White
A805457;;09/27/2019 01:02:00 PM;2503 Lendall Ln in Austin (TX);Stray;Normal;Dog;Intact Female;2 months;Dachshund Longhair/Chihuahua Shorthair;Black/White
A798694;Tucker;06/29/2019 12:45:00 PM;13805 Ceylon Tea in Pflugerville (TX);Stray;Normal;Cat;Intact Male;2 months;Domestic Shorthair;White
A798938;*Hunter;07/02/2019 12:03:00 PM;2111 Margalone Way in Austin (TX);Stray;Normal;Dog;Intact Male;1 year;Boxer Mix;White/Brown Brindle
A799779;Layla;07/11/2019 03:34:00 PM;Austin (TX);Owner Surrender;Normal;Dog;Spayed Female;11 years;Chow Chow/Labrador Retriever;Brown Brindle/White
A787941;Fluffy;01/23/2019 11:50:00 AM;5400 Freidrich Lane in Austin (TX);Owner Surrender;Normal;Cat;Spayed Female;2 years;Domestic Longhair Mix;Black
A796571;;06/03/2019 11:17:00 AM;2602 Monarch Drive in Austin (TX);Stray;Normal;Cat;Intact Female;2 months;Domestic Shorthair Mix;Cream Tabby
A790828;Diamond;03/17/2019 12:52:00 PM;Travis (TX);Owner Surrender;Normal;Dog;Intact Female;6 months;Australian Cattle Dog/Border Collie;Tan/White
A821160;*Dolly;08/05/2020 11:55:00 AM;Austin (TX);Stray;Nursing;Cat;Intact Female;1 day;Domestic Shorthair;Brown Tabby
A756035;Boni;04/09/2019 04:14:00 PM;5824 Encimal in Austin (TX);Stray;Normal;Dog;Intact Female;2 years;Chinese Sharpei Mix;Brown/White
A800463;Delilah;07/21/2019 02:55:00 PM;8312 North Interstate 35 in Austin (TX);Stray;Normal;Dog;Intact Female;5 months;Chinese Sharpei Mix;Tan/Black
A801603;*Violet;11/06/2019 02:47:00 PM;Austin (TX);Owner Surrender;Normal;Cat;Spayed Female;1 year;Domestic Shorthair;Calico/White
